label,text
1,PC_003993 PC_001767 PC_003021 PC_001991 PC_000952 PC_003552 PC_017955 PC_006970 PC_007054 PC_006226 PC_004113 PC_026131 PC_001503 PC_015170 PC_026257 PC_005655 PC_003268 PC_017483 PC_003453 PC_015187 PC_026377 PC_002924 PC_018020 PC_006248 PC_010003 PC_009426 PC_004509 PC_012408 PC_002938 PC_007926 PC_009355 PC_011477 PC_008423 PC_008423 PC_011294 PC_017952 PC_033306 PC_006716 PC_012386 PC_012387 PC_005321 PC_009402 PC_008424 PC_012389 PC_012390 PC_007482 PC_012391 PC_002253 PC_001384 PC_000991 PC_001672 PC_026378 PC_032083
0,PC_002615 PC_001004 PC_002438 PC_013498 PC_001280 PC_003648 PC_000719 PC_001078 PC_018661 PC_000862 PC_000438 PC_000495 PC_002616 PC_001076 PC_013611 PC_000148 PC_005718 PC_005123 PC_004320 PC_005634 PC_004298 PC_000899 PC_017840 PC_000013 PC_000799 PC_005118 PC_000231 PC_000244 PC_001402 PC_004125 PC_000927 PC_000023 PC_007055 PC_000828 PC_026224 PC_001080 PC_000386 PC_000878 PC_005359 PC_000365 PC_008882 PC_000824 PC_005945 PC_003272 PC_003458 PC_000705
1,PC_017808 PC_017813 PC_011413 PC_005317 PC_017814 PC_017815 PC_017816 PC_032922 PC_017817 PC_011415 PC_006353 PC_017818 PC_000721 PC_013592 PC_006347 PC_017819 PC_008841 PC_012327 PC_012328 PC_013587 PC_002458 PC_017809 PC_007448 PC_011416 PC_017820 PC_013593 PC_015141 PC_001296 PC_020889 PC_011417 PC_017821 PC_002938 PC_017822 PC_017823 PC_017824 PC_020890 PC_032924 PC_032924 PC_017825 PC_014929 PC_015127 PC_015129 PC_017810 PC_017811 PC_017812
0,PC_003868 PC_002155 PC_004622 PC_002471 PC_003467 PC_002472 PC_002473 PC_008358 PC_002291 PC_002474 PC_002643 PC_002289 PC_002475 PC_002156 PC_002292 PC_002293 PC_002010 PC_002476 PC_002011 PC_002477 PC_004500 PC_002797 PC_003100 PC_002012 PC_002478 PC_001639 PC_002479 PC_002157 PC_002480 PC_002481 PC_002158 PC_000395 PC_000395 PC_002469 PC_002470 PC_002290 PC_002642
0,PC_014866 PC_025603 PC_032077 PC_025622 PC_025607 PC_020531 PC_012134 PC_012137
0,PC_030971 PC_007496 PC_011490 PC_010697 PC_012413 PC_012414 PC_010659 PC_010008 PC_004915 PC_012415 PC_005727 PC_007375 PC_003190 PC_001451 PC_004521 PC_008264 PC_020603 PC_005897 PC_003182 PC_003182 PC_003641 PC_009389 PC_013708 PC_006237 PC_003028 PC_003189 PC_004518 PC_004814 PC_005894 PC_003029 PC_007497 PC_006723 PC_001915 PC_005605 PC_006385 PC_001915 PC_000992 PC_012170 PC_012411 PC_012412
0,PC_012779 PC_012780 PC_027630 PC_012781 PC_001712 PC_011760 PC_011745 PC_011761 PC_014055 PC_015921 PC_014056 PC_027634 PC_022382 PC_001695 PC_018658 PC_001361 PC_010961 PC_009961 PC_022857 PC_010962 PC_012782 PC_006673 PC_007059 PC_035231 PC_022858 PC_011309 PC_010225 PC_010203 PC_010254 PC_002133 PC_035228 PC_011759 PC_000865 PC_001711 PC_012783 PC_002648 PC_015922 PC_001158 PC_000130 PC_001414 PC_003576 PC_027627 PC_000723 PC_002134 PC_006330 PC_010963 PC_027632 PC_001286 PC_008804 PC_011763 PC_001807 PC_011764 PC_001806 PC_011765 PC_000182 PC_000936 PC_010964 PC_001538 PC_022384 PC_014057 PC_010255 PC_014058 PC_011766 PC_006591 PC_011767 PC_001092 PC_001898 PC_011768 PC_010965 PC_011762 PC_012785 PC_022381 PC_027629
0,PC_012779 PC_012780 PC_027630 PC_012781 PC_001712 PC_011760 PC_011745 PC_011761 PC_014055 PC_015921 PC_014056 PC_027634 PC_022382 PC_001695 PC_018658 PC_001361 PC_010961 PC_009961 PC_022857 PC_010962 PC_012782 PC_006673 PC_007059 PC_035231 PC_022858 PC_011309 PC_010225 PC_010203 PC_010254 PC_002133 PC_035228 PC_011759 PC_000865 PC_001711 PC_012783 PC_002648 PC_015922 PC_001158 PC_000130 PC_001414 PC_003576 PC_027627 PC_000723 PC_002134 PC_006330 PC_010963 PC_027632 PC_001286 PC_008804 PC_011763 PC_001807 PC_011764 PC_001806 PC_011765 PC_000182 PC_000936 PC_010964 PC_001538 PC_022384 PC_014057 PC_010255 PC_014058 PC_011766 PC_006591 PC_011767 PC_001092 PC_001898 PC_011768 PC_010965 PC_011762 PC_012785 PC_022381 PC_027629
1,PC_002228 PC_002880 PC_002229 PC_004014 PC_001065 PC_001330 PC_001956 PC_001857 PC_001472 PC_002881 PC_003176 PC_010039 PC_008756 PC_022492 PC_010707 PC_002000 PC_004666 PC_001776 PC_004616 PC_005312 PC_004113 PC_006810 PC_015536 PC_018693 PC_018694 PC_000005 PC_005403 PC_008957 PC_007921 PC_004343 PC_001259 PC_002396 PC_005717 PC_001991 PC_000358 PC_001957 PC_007056 PC_003268 PC_003453 PC_002148 PC_005457 PC_003454 PC_001331 PC_001582 PC_002001 PC_010647 PC_009388 PC_008267 PC_012497 PC_011580 PC_008016 PC_004856 PC_021838 PC_007156 PC_008016 PC_008016 PC_011581 PC_021557 PC_008017 PC_008017 PC_011582 PC_005165 PC_004012 PC_000735 PC_006365 PC_004628 PC_001825 PC_001825 PC_003782 PC_003361 PC_002221 PC_009365 PC_015623 PC_002396 PC_006339 PC_002089 PC_003553 PC_002222 PC_005310 PC_001672 PC_003631 PC_015537 PC_012558 PC_000736
1,PC_002875 PC_032862 PC_026040 PC_032863 PC_000918 PC_032864 PC_020867 PC_006346 PC_007915 PC_013581 PC_007841 PC_005618 PC_005617 PC_006244 PC_006243 PC_005908 PC_007840 PC_020868 PC_032865 PC_005907 PC_005906 PC_032866 PC_004005 PC_032867 PC_007839 PC_005616 PC_005905 PC_005331 PC_005904 PC_005066 PC_032859 PC_032868 PC_026041 PC_005903 PC_004820 PC_005322 PC_014917 PC_032860 PC_032861
1,PC_004345 PC_003631 PC_005986 PC_003861 PC_004348 PC_002446 PC_004082 PC_004504 PC_005971 PC_004612 PC_004106 PC_003455 PC_004349 PC_004613 PC_004107 PC_002791 PC_002791 PC_039339 PC_013599 PC_011418 PC_012332 PC_000736 PC_004104 PC_000736 PC_010041 PC_002228 PC_003175 PC_003993 PC_006970 PC_013597 PC_000735 PC_000735 PC_009983 PC_003456 PC_007049 PC_003254 PC_008899 PC_000736 PC_002228 PC_002880 PC_002229 PC_004014 PC_001065 PC_004346 PC_001330 PC_001956 PC_001857 PC_001472 PC_002881 PC_010039 PC_008756 PC_022492 PC_010707 PC_002000 PC_004347 PC_004666 PC_001776 PC_008346 PC_005167 PC_004813 PC_010040 PC_005403 PC_008957 PC_007921 PC_004343 PC_004611 PC_001259 PC_002396 PC_001991 PC_000358 PC_000560 PC_001503 PC_003268 PC_003453 PC_002148 PC_004856 PC_004105 PC_007156 PC_002148 PC_011579 PC_005457 PC_003454 PC_001331 PC_002004 PC_024333 PC_004103 PC_010090 PC_004339 PC_001498 PC_003567 PC_004344 PC_004345
1,PC_003187 PC_014910 PC_000568 PC_009256 PC_005328 PC_005079 PC_000360 PC_005080 PC_003563 PC_005329 PC_001855 PC_032220 PC_002094 PC_002095 PC_000292 PC_001849 PC_005898 PC_001131 PC_002227 PC_001258 PC_000100 PC_001856 PC_032221 PC_003564 PC_006980 PC_000269 PC_001585 PC_005081 PC_004011 PC_003793 PC_006239 PC_003559 PC_003560 PC_004817 PC_001389 PC_003188 PC_008265 PC_005892 PC_005324 PC_005614 PC_005899 PC_006240 PC_005900 PC_008500 PC_018564 PC_000737 PC_002725 PC_001675 PC_005901 PC_003565 PC_005330 PC_010502 PC_003561 PC_003566 PC_012171 PC_007834 PC_000889 PC_011278 PC_007835 PC_001584 PC_007372 PC_006585
1,PC_000372 PC_000155 PC_000374 PC_002483 PC_000327 PC_012352 PC_002644 PC_000141 PC_000841 PC_000562 PC_000563 PC_011454 PC_000034 PC_000034 PC_001735 PC_000086 PC_000476 PC_000234 PC_010651 PC_008299 PC_001132 PC_000978 PC_012351 PC_000301 PC_001084 PC_000979 PC_017888 PC_000531 PC_002484 PC_001020 PC_033047 PC_000373 PC_033049 PC_000352 PC_005171 PC_005710 PC_000698 PC_000394 PC_001303 PC_000328 PC_000842 PC_003280 PC_000594 PC_001304 PC_004356 PC_000912 PC_001824 PC_000375 PC_022165 PC_000580 PC_018509 PC_009382 PC_003281 PC_000417 PC_003869 PC_004119 PC_000084 PC_000376 PC_003870 PC_008359 PC_000843 PC_002946 PC_000377 PC_002013 PC_002485 PC_001529 PC_026163 PC_026164 PC_007466 PC_001736 PC_000942 PC_004625 PC_003871 PC_002645 PC_001019 PC_004357 PC_002646 PC_033048 PC_001103 PC_020975 PC_003101 PC_006697 PC_001104 PC_027306 PC_002486 PC_001477
1,PC_002226 PC_009999 PC_009375 PC_003364 PC_008251 PC_014880 PC_025654 PC_015247 PC_011456 PC_033075 PC_005412 PC_012433 PC_017897 PC_012471 PC_012344 PC_003274 PC_017887 PC_026187 PC_006696 PC_021383 PC_010500 PC_021043 PC_005605 PC_021043 PC_001805 PC_013649 PC_021457 PC_008352 PC_005413 PC_009375 PC_005996 PC_000852 PC_004519 PC_017882 PC_020972 PC_020973 PC_006694 PC_004353 PC_012343 PC_003190 PC_001451 PC_007976 PC_004057 PC_013411 PC_017921 PC_001030
1,PC_010491 PC_010642 PC_000739 PC_004010 PC_007497 PC_006723 PC_017892 PC_012381 PC_007829 PC_005605 PC_006385 PC_010706 PC_009242 PC_008749 PC_008352 PC_005413 PC_015188 PC_005996 PC_001389 PC_003791 PC_013640 PC_011450 PC_014897 PC_011451 PC_011452 PC_006694 PC_015189 PC_004353 PC_003190 PC_001451 PC_008890 PC_011491 PC_001451 PC_005884 PC_004521 PC_008264 PC_010032 PC_015383 PC_005325 PC_003182 PC_010033 PC_008753 PC_005884 PC_010033 PC_008753
1,PC_001767 PC_006616 PC_005354 PC_006268 PC_001873 PC_007916 PC_002757 PC_006272 PC_006618 PC_003815 PC_005355 PC_007001 PC_008080 PC_006271 PC_002756 PC_009268 PC_006266 PC_006269 PC_004559 PC_011409 PC_002577 PC_003210 PC_006267 PC_003393 PC_004289 PC_004288 PC_003211 PC_009979 PC_006674 PC_005353 PC_005925 PC_006265 PC_003813 PC_012323 PC_003394 PC_008772 PC_003814 PC_004047 PC_003043 PC_004558 PC_005352 PC_003812 PC_004290 PC_004046 PC_006620 PC_003044 PC_006619 PC_004560 PC_005111 PC_006273 PC_007400
1,PC_006230 PC_032184 PC_017491 PC_014904 PC_020551 PC_025640 PC_033001 PC_025684 PC_006237 PC_002878 PC_000739 PC_020590 PC_026186 PC_004010 PC_014903 PC_020592 PC_009252 PC_025686 PC_013424 PC_020589 PC_013425 PC_033074 PC_005323 PC_007375 PC_005078 PC_010503 PC_014905 PC_032186 PC_012165 PC_003795 PC_004815 PC_003554 PC_032187 PC_012146 PC_020596 PC_001329 PC_011272 PC_012166 PC_008260 PC_009879 PC_008261 PC_013429 PC_025683 PC_006975 PC_005895 PC_020555 PC_011251 PC_012147 PC_012148 PC_012149 PC_012150 PC_020597 PC_025690 PC_000568 PC_006582 PC_025691 PC_025692 PC_032193 PC_032194 PC_013412 PC_032183
1,PC_003993 PC_000736 PC_002228 PC_002880 PC_002229 PC_004014 PC_001065 PC_001330 PC_001956 PC_001857 PC_006970 PC_001472 PC_002881 PC_007920 PC_005700 PC_012329 PC_010636 PC_012330 PC_009984 PC_006587 PC_009883 PC_013597 PC_001776 PC_001768 PC_002406 PC_005083 PC_005403 PC_008957 PC_007921 PC_004343 PC_001259 PC_012331 PC_000735 PC_001991 PC_000358 PC_000560 PC_001503 PC_003268 PC_003453 PC_002148 PC_011579 PC_005457 PC_003454 PC_000735 PC_001331 PC_002004 PC_024333 PC_004103 PC_010090 PC_001498 PC_003567 PC_004344 PC_004345 PC_003455 PC_009983 PC_004104 PC_003456 PC_004346 PC_004347 PC_004611 PC_004105 PC_004339 PC_003631 PC_005986 PC_003861 PC_007049 PC_004348 PC_002446 PC_004082 PC_004504 PC_005971 PC_004612 PC_004106 PC_004349 PC_004613 PC_004107 PC_003254 PC_002791 PC_039339 PC_013599 PC_011418 PC_012332 PC_000736 PC_002228 PC_003175 PC_008899
1,PC_003993 PC_000736 PC_002228 PC_002880 PC_002229 PC_004014 PC_001065 PC_001330 PC_001956 PC_001857 PC_006970 PC_001472 PC_002881 PC_007920 PC_005700 PC_012329 PC_010636 PC_012330 PC_009984 PC_006587 PC_009883 PC_013597 PC_001776 PC_001768 PC_002406 PC_005083 PC_005403 PC_008957 PC_007921 PC_004343 PC_001259 PC_012331 PC_000735 PC_001991 PC_000358 PC_000560 PC_001503 PC_003268 PC_003453 PC_002148 PC_011579 PC_005457 PC_003454 PC_000735 PC_001331 PC_002004 PC_024333 PC_004103 PC_010090 PC_001498 PC_003567 PC_004344 PC_004345 PC_003455 PC_009983 PC_004104 PC_003456 PC_004346 PC_004347 PC_004611 PC_004105 PC_004339 PC_003631 PC_005986 PC_003861 PC_007049 PC_004348 PC_002446 PC_004082 PC_004504 PC_005971 PC_004612 PC_004106 PC_004349 PC_004613 PC_004107 PC_003254 PC_002791 PC_039339 PC_013599 PC_011418 PC_012332 PC_000736 PC_002228 PC_003175 PC_008899
0,PC_002615 PC_001004 PC_002438 PC_013498 PC_001280 PC_003648 PC_000719 PC_001078 PC_018661 PC_000862 PC_000438 PC_000495 PC_002616 PC_001076 PC_013611 PC_000148 PC_005718 PC_005123 PC_004320 PC_005634 PC_004298 PC_000899 PC_017840 PC_000013 PC_000799 PC_005118 PC_000231 PC_000244 PC_001402 PC_004125 PC_000927 PC_000023 PC_007055 PC_000828 PC_026224 PC_001080 PC_000386 PC_000878 PC_005359 PC_000365 PC_008882 PC_000824 PC_005945 PC_003272 PC_003458 PC_000705
1,PC_007086 PC_010708 PC_018016 PC_026370 PC_002173 PC_026372 PC_026373 PC_002313 PC_015170 PC_021378 PC_005185 PC_002463 PC_021379 PC_033300 PC_033301 PC_002221 PC_002089 PC_018017 PC_002222 PC_001294 PC_007502 PC_004609 PC_010015 PC_001164 PC_005407 PC_004501 PC_033302 PC_013720 PC_002025 PC_009868 PC_026375 PC_005169 PC_002636 PC_011428 PC_003092 PC_000438 PC_000124 PC_004910 PC_011503 PC_002026 PC_001857 PC_018018 PC_007837 PC_003021 PC_009367 PC_003362 PC_004616 PC_001768 PC_021380 PC_008900 PC_012427 PC_018019 PC_001958 PC_001473 PC_033305 PC_000358 PC_010641 PC_000560 PC_007457 PC_005878 PC_027282 PC_013719 PC_001500 PC_000989 PC_001498 PC_015407 PC_003303 PC_015406
0,PC_002615 PC_009871 PC_005638 PC_003224 PC_001795 PC_000511 PC_000719 PC_001882 PC_000900 PC_001696 PC_006292 PC_006729 PC_001521 PC_006638 PC_000148 PC_000148 PC_005123 PC_001527 PC_007011 PC_001605 PC_004298 PC_000899 PC_000495 PC_000013 PC_001212 PC_003592 PC_003592 PC_000231 PC_000244 PC_006285 PC_000878 PC_001608 PC_000927 PC_000828 PC_000023 PC_001880 PC_001080 PC_000386 PC_001794 PC_000365 PC_005132 PC_001040 PC_006358 PC_003272 PC_003458 PC_000705
1,PC_001955 PC_007060 PC_003276 PC_003095 PC_007570 PC_000975 PC_005698 PC_002793 PC_003277 PC_002942 PC_003022 PC_015162 PC_003959 PC_003096 PC_003960 PC_000874 PC_001231 PC_000414 PC_015163 PC_001100 PC_000100 PC_001856 PC_013618 PC_017852 PC_000696 PC_015164 PC_000269 PC_009549 PC_001198 PC_003634 PC_004914 PC_001391 PC_000992 PC_009374 PC_003370 PC_007076 PC_005704 PC_002462 PC_005327 PC_002405 PC_004941 PC_003372 PC_003460 PC_003461 PC_004817 PC_005410 PC_003462 PC_005705 PC_003278 PC_000307 PC_001226 PC_001357 PC_001301 PC_001295 PC_004916 PC_002575 PC_000507 PC_000855 PC_001634 PC_002794 PC_001363 PC_011686 PC_004617 PC_021841 PC_001030
0,PC_002615 PC_002438 PC_001280 PC_003648 PC_000719 PC_001078 PC_000862 PC_001696 PC_001144 PC_002616 PC_000438 PC_000495 PC_001076 PC_000148 PC_005718 PC_004320 PC_005634 PC_003220 PC_000899 PC_000013 PC_000799 PC_005118 PC_000828 PC_011771 PC_000231 PC_000244 PC_001402 PC_004125 PC_001002 PC_000023 PC_007055 PC_001080 PC_000386 PC_000824 PC_005359 PC_010937 PC_000365 PC_008882 PC_005945 PC_003272 PC_003458 PC_001196 PC_001004
1,PC_010492 PC_032127 PC_025648 PC_032128 PC_020557 PC_032129 PC_032130 PC_032131 PC_032131 PC_025647 PC_032132 PC_020558 PC_032134 PC_032135 PC_003555 PC_003555 PC_032136 PC_032137 PC_012152 PC_013414 PC_011254 PC_025652 PC_032138 PC_032139 PC_032140 PC_012153 PC_020561 PC_014878 PC_032141 PC_032142 PC_002577 PC_032143 PC_003788 PC_006579 PC_012154 PC_009243 PC_005883 PC_001452 PC_003183 PC_003183 PC_004263 PC_032144 PC_003999 PC_007825 PC_032145 PC_020563 PC_014885 PC_012155 PC_014886 PC_020564 PC_005316 PC_005316 PC_007367 PC_020565 PC_020557
1,PC_005882 PC_017514 PC_033009 PC_026116 PC_003028 PC_000621 PC_013626 PC_003189 PC_004518 PC_002458 PC_005605 PC_017863 PC_017864 PC_005323 PC_017865 PC_003029 PC_003029 PC_017849 PC_008749 PC_003554 PC_008352 PC_005413 PC_005996 PC_001389 PC_003791 PC_013640 PC_026117 PC_033010 PC_005411 PC_010004 PC_004353 PC_004353 PC_032148 PC_025681 PC_025681 PC_013628 PC_005411 PC_033011 PC_007462 PC_005989 PC_012347 PC_013627
1,PC_005882 PC_010501 PC_026507 PC_012475 PC_015171 PC_010498 PC_011538 PC_017975 PC_033437 PC_003022 PC_007376 PC_033438 PC_005884 PC_020552 PC_020553 PC_007992 PC_026107 PC_003998 PC_013751 PC_009252 PC_005323 PC_007375 PC_004265 PC_011250 PC_013399 PC_013400 PC_033006 PC_002174 PC_013402 PC_013403 PC_003554 PC_001850 PC_032124 PC_013404 PC_013405 PC_013406 PC_013407 PC_004507 PC_013408 PC_013409 PC_003787 PC_032125 PC_004508 PC_033439 PC_017492 PC_026237 PC_005897 PC_017494 PC_022397 PC_033434 PC_033435 PC_017507
